case:concept:name;concept:name;concept:flops;concept:operation;concept:kernel;timestamp:start;timestamp:end
algorithm14;gemv_200;200;tmp25 = (Q16^T tmp21);gemv!('T', 1.0, ml5, ml4, 0.0, ml6);1.671791940017393e9;1.671791940017394e9
algorithm14;trsv_100;100;tmp24 = (R17^-1 tmp25);trsv!('U', 'N', 'N', ml7, ml6);1.671791940017394e9;1.671791940017394e9
algorithm10;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.671791940019204e9;1.671791940022068e9
algorithm10;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.671791940022068e9;1.671791940022314e9
algorithm10;trsm_1e+07;1e+07;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.671791940022314e9;1.671791940022695e9
algorithm10;syrk_1e+05;1e+05;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.671791940022695e9;1.671791940022718e9
algorithm10;gemv_2e+04;2e+04;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.671791940022718e9;1.671791940022723e9
algorithm10;ml3 = qr_2.67e+03;2.67e+03;(Q16 R17) = tmp14;ml3 = qr!(ml3);1.671791940022723e9;1.67179194002279e9
algorithm10;gemv_200;200;tmp25 = (Q16^T tmp21);gemv!('T', 1.0, ml5, ml4, 0.0, ml6);1.67179194002279e9;1.671791940022791e9
algorithm10;trsv_100;100;tmp24 = (R17^-1 tmp25);trsv!('U', 'N', 'N', ml7, ml6);1.671791940022791e9;1.671791940022792e9
algorithm93;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.671791940188258e9;1.671791940191055e9
algorithm93;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.671791940191055e9;1.671791940191307e9
algorithm93;trsm_1e+07;1e+07;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.671791940191307e9;1.671791940191713e9
algorithm93;gemm_2e+05;2e+05;tmp14 = (tmp12^T tmp12);gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml3);1.671791940191713e9;1.671791940191737e9
algorithm93;ml3 = qr_2.67e+03;2.67e+03;(Q16 R17) = tmp14;ml3 = qr!(ml3);1.671791940191737e9;1.671791940191973e9
algorithm93;gemm_2e+05;2e+05;tmp86 = (Q16^T tmp12^T);gemm!('T', 'T', 1.0, ml4, ml0, 0.0, ml5);1.671791940191973e9;1.671791940192014e9
algorithm93;trsm_1e+05;1e+05;tmp87 = (R17^-1 tmp86);trsm!('L', 'U', 'N', 'N', 1.0, ml6, ml5);1.671791940192014e9;1.67179194019204e9
algorithm93;gemv_2e+04;2e+04;tmp24 = (tmp87 tmp68);gemv!('N', 1.0, ml5, ml2, 0.0, ml7);1.67179194019204e9;1.671791940192057e9
algorithm72;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.671791940199097e9;1.671791940201854e9
algorithm72;trsm_1e+07;1e+07;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.671791940201854e9;1.671791940202327e9
algorithm72;syrk_1e+05;1e+05;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.671791940202327e9;1.67179194020235e9
algorithm72;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.67179194020235e9;1.671791940202539e9
algorithm72;ml4, ml3 = LAPACK.syev_3.43e+03;3.43e+03;(Z18 W19 Z18^T) = tmp14;ml4, ml3 = LAPACK.syev!('V', 'L', ml3);1.671791940202539e9;1.6717919402026e9
algorithm72;gemm_2e+05;2e+05;tmp477 = (Z18^T tmp12^T);gemm!('T', 'T', 1.0, ml3, ml0, 0.0, ml5);1.6717919402026e9;1.671791940202659e9
algorithm72;gemv_1e+04;1e+04;tmp478 = (W19^-1 tmp477);gemv!('N', 1.0, ml5, ml2, 0.0, ml6);1.671791940202659e9;1.671791940202677e9
algorithm72;gemv_2e+04;2e+04;tmp269 = (tmp478 tmp68);gemv!('N', 1.0, ml3, ml6, 0.0, ml7);1.671791940202677e9;1.671791940202677e9
