case:concept:name;concept:name;concept:flops;concept:kernel;concept:operation;timestamp:start
algorithm7;trsv_1e+04;1e+04;trsv!('L', 'N', 'N', ml4, ml3);tmp23 = (L15^-1 tmp21);2022-12-23 11:57:22.044360
algorithm7;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml4, ml3);tmp24 = (L15^-T tmp23);2022-12-23 11:57:23.044360
algorithm51;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 13:10:36.044360
algorithm51;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 13:10:37.044360
algorithm51;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 13:10:38.044360
algorithm51;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 13:10:39.044360
algorithm51;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2022-12-23 13:10:40.044360
algorithm51;trsm_1e+07;1e+07;trsm!('R', 'L', 'T', 'N', 1.0, ml3, ml0);tmp70 = (tmp12 L15^-T);2022-12-23 13:10:41.044360
algorithm51;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp23 = (tmp70^T tmp68);2022-12-23 13:10:42.044360
algorithm51;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2022-12-23 13:10:43.044360
algorithm1;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 11:47:16.044360
algorithm1;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 11:47:17.044360
algorithm1;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 11:47:18.044360
algorithm1;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 11:47:19.044360
algorithm1;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2022-12-23 11:47:20.044360
algorithm1;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2022-12-23 11:47:21.044360
algorithm1;trsv_1e+04;1e+04;trsv!('L', 'N', 'N', ml3, ml4);tmp23 = (L15^-1 tmp21);2022-12-23 11:47:22.044360
algorithm1;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2022-12-23 11:47:23.044360
algorithm17;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 12:13:56.044360
algorithm17;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 12:13:57.044360
algorithm17;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 12:13:58.044360
algorithm17;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 12:13:59.044360
algorithm17;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2022-12-23 12:14:00.044360
algorithm17;ml3 = qr_2.67e+06;2.67e+06;ml3 = qr!(ml3);(Q16 R17) = tmp14;2022-12-23 12:14:01.044360
algorithm17;gemv_2e+04;2e+04;gemv!('T', 1.0, ml5, ml4, 0.0, ml6);tmp25 = (Q16^T tmp21);2022-12-23 12:14:02.044360
algorithm17;trsv_1e+04;1e+04;trsv!('U', 'N', 'N', ml7, ml6);tmp24 = (R17^-1 tmp25);2022-12-23 12:14:03.044360
algorithm11;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2022-12-23 12:03:56.044360
algorithm11;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 12:03:57.044360
algorithm11;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 12:03:58.044360
algorithm11;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 12:03:59.044360
algorithm11;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2022-12-23 12:04:00.044360
algorithm11;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2022-12-23 12:04:01.044360
algorithm11;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2022-12-23 12:04:02.044360
algorithm11;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp21 = (tmp56 tmp71);2022-12-23 12:04:03.044360
algorithm11;trsv_1e+04;1e+04;trsv!('L', 'N', 'N', ml4, ml5);tmp23 = (L15^-1 tmp21);2022-12-23 12:04:04.044360
algorithm11;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2022-12-23 12:04:05.044360
algorithm42;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2022-12-23 12:55:36.044360
algorithm42;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 12:55:37.044360
algorithm42;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 12:55:38.044360
algorithm42;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 12:55:39.044360
algorithm42;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2022-12-23 12:55:40.044360
algorithm42;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2022-12-23 12:55:41.044360
algorithm42;ml5, ml4 = LAPACK.syev_3.34e+06;3.34e+06;ml5, ml4 = LAPACK.syev!('V', 'L', ml4);(Z18 W19 Z18^T) = tmp14;2022-12-23 12:55:42.044360
algorithm42;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml6);tmp21 = (tmp56 tmp71);2022-12-23 12:55:43.044360
algorithm42;gemv_2e+04;2e+04;gemv!('T', 1.0, ml4, ml6, 0.0, ml7);tmp268 = (Z18^T tmp21);2022-12-23 12:55:44.044360
algorithm42;gemv_100;100;gemv!('N', 1.0, ml4, ml7, 0.0, ml8);tmp269 = (W19^-1 tmp268);2022-12-23 12:55:45.044360
algorithm15;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2022-12-23 12:10:36.044360
algorithm15;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 12:10:37.044360
algorithm15;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 12:10:38.044360
algorithm15;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2022-12-23 12:10:39.044360
algorithm15;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 12:10:40.044360
algorithm15;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2022-12-23 12:10:41.044360
algorithm15;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp21 = (tmp56 tmp71);2022-12-23 12:10:42.044360
algorithm15;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2022-12-23 12:10:43.044360
algorithm15;trsv_1e+04;1e+04;trsv!('L', 'N', 'N', ml4, ml5);tmp23 = (L15^-1 tmp21);2022-12-23 12:10:44.044360
algorithm15;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2022-12-23 12:10:45.044360
algorithm52;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 13:12:16.044360
algorithm52;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 13:12:17.044360
algorithm52;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 13:12:18.044360
algorithm52;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 13:12:19.044360
algorithm52;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2022-12-23 13:12:20.044360
algorithm52;trsm_1e+07;1e+07;trsm!('R', 'L', 'T', 'N', 1.0, ml3, ml0);tmp70 = (tmp12 L15^-T);2022-12-23 13:12:21.044360
algorithm52;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp23 = (tmp70^T tmp68);2022-12-23 13:12:22.044360
algorithm52;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2022-12-23 13:12:23.044360
algorithm24;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 12:25:36.044360
algorithm24;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 12:25:37.044360
algorithm24;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 12:25:38.044360
algorithm24;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 12:25:39.044360
algorithm24;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2022-12-23 12:25:40.044360
algorithm24;ml3 = qr_2.67e+06;2.67e+06;ml3 = qr!(ml3);(Q16 R17) = tmp14;2022-12-23 12:25:41.044360
algorithm24;gemv_2e+04;2e+04;gemv!('T', 1.0, ml5, ml4, 0.0, ml6);tmp25 = (Q16^T tmp21);2022-12-23 12:25:42.044360
algorithm24;trsv_1e+04;1e+04;trsv!('U', 'N', 'N', ml7, ml6);tmp24 = (R17^-1 tmp25);2022-12-23 12:25:43.044360
algorithm67;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2022-12-23 13:37:16.044360
algorithm67;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 13:37:17.044360
algorithm67;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 13:37:18.044360
algorithm67;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2022-12-23 13:37:19.044360
algorithm67;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 13:37:20.044360
algorithm67;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2022-12-23 13:37:21.044360
algorithm67;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2022-12-23 13:37:22.044360
algorithm67;trsm_1e+07;1e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2022-12-23 13:37:23.044360
algorithm67;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp23 = (tmp219 tmp71);2022-12-23 13:37:24.044360
algorithm67;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2022-12-23 13:37:25.044360
algorithm20;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 12:18:56.044360
algorithm20;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 12:18:57.044360
algorithm20;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 12:18:58.044360
algorithm20;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml3);tmp21 = (tmp12^T tmp68);2022-12-23 12:18:59.044360
algorithm20;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2022-12-23 12:19:00.044360
algorithm20;ml4 = qr_2.67e+06;2.67e+06;ml4 = qr!(ml4);(Q16 R17) = tmp14;2022-12-23 12:19:01.044360
algorithm20;gemv_2e+04;2e+04;gemv!('T', 1.0, ml5, ml3, 0.0, ml6);tmp25 = (Q16^T tmp21);2022-12-23 12:19:02.044360
algorithm20;trsv_1e+04;1e+04;trsv!('U', 'N', 'N', ml7, ml6);tmp24 = (R17^-1 tmp25);2022-12-23 12:19:03.044360
algorithm60;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2022-12-23 13:25:36.044360
algorithm60;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 13:25:37.044360
algorithm60;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 13:25:38.044360
algorithm60;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 13:25:39.044360
algorithm60;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2022-12-23 13:25:40.044360
algorithm60;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2022-12-23 13:25:41.044360
algorithm60;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2022-12-23 13:25:42.044360
algorithm60;trsm_1e+07;1e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2022-12-23 13:25:43.044360
algorithm60;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp23 = (tmp219 tmp71);2022-12-23 13:25:44.044360
algorithm60;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2022-12-23 13:25:45.044360
algorithm94;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2022-12-23 14:22:16.044360
algorithm94;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 14:22:17.044360
algorithm94;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 14:22:18.044360
algorithm94;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2022-12-23 14:22:19.044360
algorithm94;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 14:22:20.044360
algorithm94;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2022-12-23 14:22:21.044360
algorithm94;trsm_1e+07;1e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2022-12-23 14:22:22.044360
algorithm94;trsm_1e+07;1e+07;trsm!('L', 'L', 'T', 'N', 1.0, ml4, ml3);tmp90 = (L15^-T tmp219);2022-12-23 14:22:23.044360
algorithm94;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2022-12-23 14:22:24.044360
algorithm94;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp24 = (tmp90 tmp71);2022-12-23 14:22:25.044360
algorithm5;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 11:53:56.044360
algorithm5;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 11:53:57.044360
algorithm5;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 11:53:58.044360
algorithm5;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 11:53:59.044360
algorithm5;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2022-12-23 11:54:00.044360
algorithm5;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2022-12-23 11:54:01.044360
algorithm5;trsv_1e+04;1e+04;trsv!('L', 'N', 'N', ml3, ml4);tmp23 = (L15^-1 tmp21);2022-12-23 11:54:02.044360
algorithm5;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2022-12-23 11:54:03.044360
algorithm84;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 14:05:36.044360
algorithm84;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 14:05:37.044360
algorithm84;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 14:05:38.044360
algorithm84;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 14:05:39.044360
algorithm84;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2022-12-23 14:05:40.044360
algorithm84;trsm_1e+07;1e+07;trsm!('R', 'L', 'T', 'N', 1.0, ml3, ml0);tmp70 = (tmp12 L15^-T);2022-12-23 14:05:41.044360
algorithm84;trsm_1e+07;1e+07;trsm!('R', 'L', 'N', 'N', 1.0, ml3, ml0);tmp72 = (tmp70 L15^-1);2022-12-23 14:05:42.044360
algorithm84;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp24 = (tmp72^T tmp68);2022-12-23 14:05:43.044360
algorithm58;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 13:22:16.044360
algorithm58;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 13:22:17.044360
algorithm58;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 13:22:18.044360
algorithm58;gemm_2e+07;2e+07;gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 13:22:19.044360
algorithm58;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2022-12-23 13:22:20.044360
algorithm58;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2022-12-23 13:22:21.044360
algorithm58;trsv_1e+04;1e+04;trsv!('L', 'N', 'N', ml3, ml4);tmp23 = (L15^-1 tmp21);2022-12-23 13:22:22.044360
algorithm58;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2022-12-23 13:22:23.044360
algorithm50;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 13:08:56.044360
algorithm50;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 13:08:57.044360
algorithm50;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 13:08:58.044360
algorithm50;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 13:08:59.044360
algorithm50;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2022-12-23 13:09:00.044360
algorithm50;trsm_1e+07;1e+07;trsm!('R', 'L', 'T', 'N', 1.0, ml3, ml0);tmp70 = (tmp12 L15^-T);2022-12-23 13:09:01.044360
algorithm50;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp23 = (tmp70^T tmp68);2022-12-23 13:09:02.044360
algorithm50;trsv_1e+04;1e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2022-12-23 13:09:03.044360
algorithm88;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2022-12-23 14:12:16.044360
algorithm88;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 14:12:17.044360
algorithm88;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 14:12:18.044360
algorithm88;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2022-12-23 14:12:19.044360
algorithm88;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2022-12-23 14:12:20.044360
algorithm88;trsm_1e+07;1e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2022-12-23 14:12:21.044360
algorithm88;trsm_1e+07;1e+07;trsm!('L', 'L', 'T', 'N', 1.0, ml4, ml3);tmp90 = (L15^-T tmp219);2022-12-23 14:12:22.044360
algorithm88;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 14:12:23.044360
algorithm88;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2022-12-23 14:12:24.044360
algorithm88;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp24 = (tmp90 tmp71);2022-12-23 14:12:25.044360
algorithm37;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2022-12-23 12:47:16.044360
algorithm37;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 12:47:17.044360
algorithm37;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 12:47:18.044360
algorithm37;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 12:47:19.044360
algorithm37;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2022-12-23 12:47:20.044360
algorithm37;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2022-12-23 12:47:21.044360
algorithm37;gemv_2e+05;2e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp21 = (tmp56 tmp71);2022-12-23 12:47:22.044360
algorithm37;ml4 = qr_2.67e+06;2.67e+06;ml4 = qr!(ml4);(Q16 R17) = tmp14;2022-12-23 12:47:23.044360
algorithm37;gemv_2e+04;2e+04;gemv!('T', 1.0, ml6, ml5, 0.0, ml7);tmp25 = (Q16^T tmp21);2022-12-23 12:47:24.044360
algorithm37;trsv_1e+04;1e+04;trsv!('U', 'N', 'N', ml8, ml7);tmp24 = (R17^-1 tmp25);2022-12-23 12:47:25.044360
algorithm73;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 13:47:16.044360
algorithm73;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 13:47:17.044360
algorithm73;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 13:47:18.044360
algorithm73;gemm_2e+07;2e+07;gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 13:47:19.044360
algorithm73;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2022-12-23 13:47:20.044360
algorithm73;ml3 = qr_2.67e+06;2.67e+06;ml3 = qr!(ml3);(Q16 R17) = tmp14;2022-12-23 13:47:21.044360
algorithm73;gemv_2e+04;2e+04;gemv!('T', 1.0, ml5, ml4, 0.0, ml6);tmp25 = (Q16^T tmp21);2022-12-23 13:47:22.044360
algorithm73;trsv_1e+04;1e+04;trsv!('U', 'N', 'N', ml7, ml6);tmp24 = (R17^-1 tmp25);2022-12-23 13:47:23.044360
algorithm82;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2022-12-23 14:02:16.044360
algorithm82;trsm_1e+08;1e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2022-12-23 14:02:17.044360
algorithm82;syrk_1e+07;1e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2022-12-23 14:02:18.044360
algorithm82;LAPACK.potrf_3.33e+05;3.33e+05;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2022-12-23 14:02:19.044360
algorithm82;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2022-12-23 14:02:20.044360
algorithm82;trsm_1e+07;1e+07;trsm!('R', 'L', 'T', 'N', 1.0, ml3, ml0);tmp70 = (tmp12 L15^-T);2022-12-23 14:02:21.044360
algorithm82;trsm_1e+07;1e+07;trsm!('R', 'L', 'N', 'N', 1.0, ml3, ml0);tmp72 = (tmp70 L15^-1);2022-12-23 14:02:22.044360
algorithm82;gemv_2e+05;2e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp24 = (tmp72^T tmp68);2022-12-23 14:02:23.044360
